model,method,failure_penalty,n,failures,loss
gemini,q5:B3_13,0.1,160,0,0.0003192926796176819
gemini,q5:B3_13,1.0,160,0,0.0003192926796176819
gemini,q5:B3_14,0.01,160,0,0.0003192926796176819
gemini,q5:B3_14,0.1,160,0,0.0003192926796176819
gemini,q5:B3_14,1.0,160,0,0.0003192926796176819
gemini,q5:B3_15,0.01,160,0,0.0003192926796176819
gemini,q5:B3_15,0.1,160,0,0.0003192926796176819
gemini,q5:B3_15,1.0,160,0,0.0003192926796176819
gemini,q5:B3_16,0.01,160,0,0.0003192926796176819
gemini,q5:B3_16,0.1,160,0,0.0003192926796176819
gemini,q5:B3_16,1.0,160,0,0.0003192926796176819
gemini,q5:B3_17,0.01,160,0,0.00029408660117029615
gemini,q5:B3_17,0.1,160,0,0.00029408660117029615
gemini,q5:B3_17,1.0,160,0,0.00029408660117029615
gemini,q5:B3_18,0.01,160,0,0.0003192926796176819
gemini,q5:B3_18,0.1,160,0,0.0003192926796176819
gemini,q5:B3_18,1.0,160,0,0.0003192926796176819
gemini,q5:B3_19,0.01,160,0,0.0003192926796176819
gemini,q5:B3_19,0.1,160,0,0.0003192926796176819
gemini,q5:B3_19,1.0,160,0,0.0003192926796176819
gemini,q10:DARC,0.01,160,0,0.0003146501678116281
gemini,q10:DARC,0.1,160,0,0.0003146501678116281
gemini,q10:DARC,1.0,160,0,0.0003146501678116281
gemini,q10:B4,0.01,160,0,0.0003146501678116281
gemini,q10:B4,0.1,160,0,0.0003146501678116281
gemini,q10:B4,1.0,160,0,0.0003146501678116281
gemini,q10:B3_0,0.01,160,0,0.0003192926796176819
gemini,q10:B3_0,0.1,160,0,0.0003192926796176819
gemini,q10:B3_0,1.0,160,0,0.0003192926796176819
gemini,q10:B3_1,0.01,160,0,0.00029408660117029615
gemini,q10:B3_1,0.1,160,0,0.00029408660117029615
gemini,q10:B3_1,1.0,160,0,0.00029408660117029615
gemini,q10:B3_2,0.01,160,0,0.0003192926796176819
gemini,q10:B3_2,0.1,160,0,0.0003192926796176819
gemini,q10:B3_2,1.0,160,0,0.0003192926796176819
gemini,q10:B3_3,0.01,160,0,0.0003192926796176819
gemini,q10:B3_3,0.1,160,0,0.0003192926796176819
gemini,q10:B3_3,1.0,160,0,0.0003192926796176819
gemini,q10:B3_4,0.01,160,0,0.0003192926796176819
gemini,q10:B3_4,0.1,160,0,0.0003192926796176819
gemini,q10:B3_4,1.0,160,0,0.0003192926796176819
gemini,q10:B3_5,0.01,160,0,0.0003192926796176819
gemini,q10:B3_5,0.1,160,0,0.0003192926796176819
gemini,q10:B3_5,1.0,160,0,0.0003192926796176819
gemini,q10:B3_6,0.01,160,0,0.0003192926796176819
gemini,q10:B3_6,0.1,160,0,0.0003192926796176819
gemini,q10:B3_6,1.0,160,0,0.0003192926796176819
gemini,q10:B3_7,0.01,160,0,0.0003192926796176819
gemini,q10:B3_7,0.1,160,0,0.0003192926796176819
gemini,q10:B3_7,1.0,160,0,0.0003192926796176819
gemini,q10:B3_8,0.01,160,0,0.0003192926796176819
gemini,q10:B3_8,0.1,160,0,0.0003192926796176819
gemini,q10:B3_8,1.0,160,0,0.0003192926796176819
gemini,q10:B3_9,0.01,160,0,0.0003192926796176819
gemini,q10:B3_9,0.1,160,0,0.0003192926796176819
gemini,q10:B3_9,1.0,160,0,0.0003192926796176819
gemini,q10:B3_10,0.01,160,0,0.0003192926796176819
gemini,q10:B3_10,0.1,160,0,0.0003192926796176819
gemini,q10:B3_10,1.0,160,0,0.0003192926796176819
gemini,q10:B3_11,0.01,160,0,0.00029408660117029615
gemini,q10:B3_11,0.1,160,0,0.00029408660117029615
gemini,q10:B3_11,1.0,160,0,0.00029408660117029615
gemini,q10:B3_12,0.01,160,0,0.0003192926796176819
gemini,q10:B3_12,0.1,160,0,0.0003192926796176819
gemini,q10:B3_12,1.0,160,0,0.0003192926796176819
gemini,q10:B3_13,0.01,160,0,0.0003192926796176819
gemini,q10:B3_13,0.1,160,0,0.0003192926796176819
gemini,q10:B3_13,1.0,160,0,0.0003192926796176819
gemini,q10:B3_14,0.01,160,0,0.0003192926796176819
gemini,q10:B3_14,0.1,160,0,0.0003192926796176819
gemini,q10:B3_14,1.0,160,0,0.0003192926796176819
gemini,q10:B3_15,0.01,160,0,0.0003192926796176819
gemini,q10:B3_15,0.1,160,0,0.0003192926796176819
gemini,q10:B3_15,1.0,160,0,0.0003192926796176819
gemini,q10:B3_16,0.01,160,0,0.0003192926796176819
gemini,q10:B3_16,0.1,160,0,0.0003192926796176819
gemini,q10:B3_16,1.0,160,0,0.0003192926796176819
gemini,q10:B3_17,0.01,160,0,0.00029408660117029615
gemini,q10:B3_17,0.1,160,0,0.00029408660117029615
gemini,q10:B3_17,1.0,160,0,0.00029408660117029615
gemini,q10:B3_18,0.01,160,0,0.0003192926796176819
gemini,q10:B3_18,0.1,160,0,0.0003192926796176819
gemini,q10:B3_18,1.0,160,0,0.0003192926796176819
gemini,q10:B3_19,0.01,160,0,0.0003192926796176819
gemini,q10:B3_19,0.1,160,0,0.0003192926796176819
gemini,q10:B3_19,1.0,160,0,0.0003192926796176819
gemini,q20:DARC,0.01,160,0,0.0003146501678116281
gemini,q20:DARC,0.1,160,0,0.0003146501678116281
gemini,q20:DARC,1.0,160,0,0.0003146501678116281
gemini,q20:B4,0.01,160,0,0.0003146501678116281
gemini,q20:B4,0.1,160,0,0.0003146501678116281
gemini,q20:B4,1.0,160,0,0.0003146501678116281
gemini,q20:B3_0,0.01,160,0,0.00029408660117029615
gemini,q20:B3_0,0.1,160,0,0.00029408660117029615
gemini,q20:B3_0,1.0,160,0,0.00029408660117029615
gemini,q20:B3_1,0.01,160,0,0.0003146501678116281
gemini,q20:B3_1,0.1,160,0,0.0003146501678116281
gemini,q20:B3_1,1.0,160,0,0.0003146501678116281
gemini,q20:B3_2,0.01,160,0,0.0003192926796176819
gemini,q20:B3_2,0.1,160,0,0.0003192926796176819
gemini,q20:B3_2,1.0,160,0,0.0003192926796176819
gemini,q20:B3_3,0.01,160,0,0.0003192926796176819
gemini,q20:B3_3,0.1,160,0,0.0003192926796176819
gemini,q20:B3_3,1.0,160,0,0.0003192926796176819
gemini,q20:B3_4,0.01,160,0,0.0003192926796176819
gemini,q20:B3_4,0.1,160,0,0.0003192926796176819
gemini,q20:B3_4,1.0,160,0,0.0003192926796176819
gemini,q20:B3_5,0.01,160,0,0.0003192926796176819
gemini,q20:B3_5,0.1,160,0,0.0003192926796176819
gemini,q20:B3_5,1.0,160,0,0.0003192926796176819
gemini,q20:B3_6,0.01,160,0,0.0003192926796176819
gemini,q20:B3_6,0.1,160,0,0.0003192926796176819
gemini,q20:B3_6,1.0,160,0,0.0003192926796176819
gemini,q20:B3_7,0.01,160,0,0.0003192926796176819
gemini,q20:B3_7,0.1,160,0,0.0003192926796176819
gemini,q20:B3_7,1.0,160,0,0.0003192926796176819
gemini,q20:B3_8,0.01,160,0,0.0003192926796176819
gemini,q20:B3_8,0.1,160,0,0.0003192926796176819
gemini,q20:B3_8,1.0,160,0,0.0003192926796176819
gemini,q20:B3_9,0.01,160,0,0.0003192926796176819
gemini,q20:B3_9,0.1,160,0,0.0003192926796176819
gemini,q20:B3_9,1.0,160,0,0.0003192926796176819
gemini,q20:B3_10,0.01,160,0,0.00033985624625901387
gemini,q20:B3_10,0.1,160,0,0.00033985624625901387
gemini,q20:B3_10,1.0,160,0,0.00033985624625901387
gemini,q20:B3_11,0.01,160,0,0.00029408660117029615
gemini,q20:B3_11,0.1,160,0,0.00029408660117029615
gemini,q20:B3_11,1.0,160,0,0.00029408660117029615
gemini,q20:B3_12,0.01,160,0,0.0003192926796176819
gemini,q20:B3_12,0.1,160,0,0.0003192926796176819
gemini,q20:B3_12,1.0,160,0,0.0003192926796176819
gemini,q20:B3_13,0.01,160,0,0.0003192926796176819
gemini,q20:B3_13,0.1,160,0,0.0003192926796176819
gemini,q20:B3_13,1.0,160,0,0.0003192926796176819
gemini,q20:B3_14,0.01,160,0,0.0003192926796176819
gemini,q20:B3_14,0.1,160,0,0.0003192926796176819
gemini,q20:B3_14,1.0,160,0,0.0003192926796176819
gemini,q20:B3_15,0.01,160,0,0.0003192926796176819
gemini,q20:B3_15,0.1,160,0,0.0003192926796176819
gemini,q20:B3_15,1.0,160,0,0.0003192926796176819
gemini,q20:B3_16,0.01,160,0,0.00029408660117029615
gemini,q20:B3_16,0.1,160,0,0.00029408660117029615
gemini,q20:B3_16,1.0,160,0,0.00029408660117029615
gemini,q20:B3_17,0.01,160,0,0.00029408660117029615
gemini,q20:B3_17,0.1,160,0,0.00029408660117029615
gemini,q20:B3_17,1.0,160,0,0.00029408660117029615
gemini,q20:B3_18,0.01,160,0,0.0003192926796176819
gemini,q20:B3_18,0.1,160,0,0.0003192926796176819
gemini,q20:B3_18,1.0,160,0,0.0003192926796176819
gemini,q20:B3_19,0.01,160,0,0.0003192926796176819
gemini,q20:B3_19,0.1,160,0,0.0003192926796176819
gemini,q20:B3_19,1.0,160,0,0.0003192926796176819
haiku,B0,0.01,160,0,0.0007946976496915004
haiku,B0,0.1,160,0,0.0007946976496915004
haiku,B0,1.0,160,0,0.0007946976496915004
haiku,B6,0.01,160,1,0.0007589121518270935
haiku,B6,0.1,160,1,0.0013214121518270935
haiku,B6,1.0,160,1,0.006946412151827093
haiku,DARC_online,0.01,160,0,0.0007216182302744792
haiku,DARC_online,0.1,160,0,0.0007216182302744792
haiku,DARC_online,1.0,160,0,0.0007216182302744792
haiku,B4_online,0.01,160,0,0.0007216182302744792
haiku,B4_online,0.1,160,0,0.0007216182302744792
haiku,B4_online,1.0,160,0,0.0007216182302744792
haiku,q5:DARC,0.01,160,0,0.0007216182302744792
haiku,q5:DARC,0.1,160,0,0.0007216182302744792
haiku,q5:DARC,1.0,160,0,0.0007216182302744792
haiku,q5:B4,0.01,160,0,0.0007216182302744792
haiku,q5:B4,0.1,160,0,0.0007216182302744792
haiku,q5:B4,1.0,160,0,0.0007216182302744792
haiku,q5:B3_0,0.01,160,0,0.0007946976496915004
haiku,q5:B3_0,0.1,160,0,0.0007946976496915004
haiku,q5:B3_0,1.0,160,0,0.0007946976496915004
haiku,q5:B3_1,0.01,160,0,0.0007946976496915004
haiku,q5:B3_1,0.1,160,0,0.0007946976496915004
haiku,q5:B3_1,1.0,160,0,0.0007946976496915004
haiku,q5:B3_2,0.01,160,0,0.0007946976496915004
haiku,q5:B3_2,0.1,160,0,0.0007946976496915004
haiku,q5:B3_2,1.0,160,0,0.0007946976496915004
haiku,q5:B3_3,0.01,160,0,0.0007946976496915004
haiku,q5:B3_3,0.1,160,0,0.0007946976496915004
haiku,q5:B3_3,1.0,160,0,0.0007946976496915004
haiku,q5:B3_4,0.01,160,0,0.0007946976496915004
haiku,q5:B3_4,0.1,160,0,0.0007946976496915004
haiku,q5:B3_4,1.0,160,0,0.0007946976496915004
haiku,q5:B3_5,0.01,160,0,0.0007946976496915004
haiku,q5:B3_5,0.1,160,0,0.0007946976496915004
haiku,q5:B3_5,1.0,160,0,0.0007946976496915004
haiku,q5:B3_6,0.01,160,0,0.0007946976496915004
haiku,q5:B3_6,0.1,160,0,0.0007946976496915004
haiku,q5:B3_6,1.0,160,0,0.0007946976496915004
haiku,q5:B3_7,0.01,160,0,0.0007946976496915004
haiku,q5:B3_7,0.1,160,0,0.0007946976496915004
haiku,q5:B3_7,1.0,160,0,0.0007946976496915004
haiku,q5:B3_8,0.01,160,0,0.0007946976496915004
haiku,q5:B3_8,0.1,160,0,0.0007946976496915004
haiku,q5:B3_8,1.0,160,0,0.0007946976496915004
haiku,q5:B3_9,0.01,160,0,0.0007946976496915004
haiku,q5:B3_9,0.1,160,0,0.0007946976496915004
haiku,q5:B3_9,1.0,160,0,0.0007946976496915004
haiku,q5:B3_10,0.01,160,0,0.0007946976496915004
haiku,q5:B3_10,0.1,160,0,0.0007946976496915004
haiku,q5:B3_10,1.0,160,0,0.0007946976496915004
haiku,q5:B3_11,0.01,160,0,0.0007946976496915004
haiku,q5:B3_11,0.1,160,0,0.0007946976496915004
haiku,q5:B3_11,1.0,160,0,0.0007946976496915004
haiku,q5:B3_12,0.01,160,0,0.0007946976496915004
haiku,q5:B3_12,0.1,160,0,0.0007946976496915004
haiku,q5:B3_12,1.0,160,0,0.0007946976496915004
haiku,q5:B3_13,0.01,160,0,0.0007216182302744792
haiku,q5:B3_13,0.1,160,0,0.0007216182302744792
haiku,q5:B3_13,1.0,160,0,0.0007216182302744792
haiku,q5:B3_14,0.01,160,0,0.0007946976496915004
haiku,q5:B3_14,0.1,160,0,0.0007946976496915004
haiku,q5:B3_14,1.0,160,0,0.0007946976496915004
haiku,q5:B3_15,0.01,160,0,0.0007216182302744792
haiku,q5:B3_15,0.1,160,0,0.0007216182302744792
haiku,q5:B3_15,1.0,160,0,0.0007216182302744792
haiku,q5:B3_16,0.01,160,0,0.0007216182302744792
haiku,q5:B3_16,0.1,160,0,0.0007216182302744792
haiku,q5:B3_16,1.0,160,0,0.0007216182302744792
haiku,q5:B3_17,0.01,160,0,0.0007946976496915004
haiku,q5:B3_17,0.1,160,0,0.0007946976496915004
haiku,q5:B3_17,1.0,160,0,0.0007946976496915004
haiku,q5:B3_18,0.01,160,0,0.0007946976496915004
haiku,q5:B3_18,0.1,160,0,0.0007946976496915004
haiku,q5:B3_18,1.0,160,0,0.0007946976496915004
haiku,q5:B3_19,0.01,160,0,0.0007946976496915004
haiku,q5:B3_19,0.1,160,0,0.0007946976496915004
haiku,q5:B3_19,1.0,160,0,0.0007946976496915004
haiku,q10:DARC,0.01,160,0,0.0007216182302744792
haiku,q10:DARC,0.1,160,0,0.0007216182302744792
haiku,q10:DARC,1.0,160,0,0.0007216182302744792
haiku,q10:B4,0.01,160,0,0.0007216182302744792
haiku,q10:B4,0.1,160,0,0.0007216182302744792
haiku,q10:B4,1.0,160,0,0.0007216182302744792
haiku,q10:B3_0,0.01,160,0,0.0007946976496915004
haiku,q10:B3_0,0.1,160,0,0.0007946976496915004
haiku,q10:B3_0,1.0,160,0,0.0007946976496915004
haiku,q10:B3_1,0.01,160,0,0.0007946976496915004
haiku,q10:B3_1,0.1,160,0,0.0007946976496915004
haiku,q10:B3_1,1.0,160,0,0.0007946976496915004
haiku,q10:B3_2,0.01,160,0,0.0007946976496915004
haiku,q10:B3_2,0.1,160,0,0.0007946976496915004
haiku,q10:B3_2,1.0,160,0,0.0007946976496915004
haiku,q10:B3_3,0.01,160,0,0.0007946976496915004
haiku,q10:B3_3,0.1,160,0,0.0007946976496915004
haiku,q10:B3_3,1.0,160,0,0.0007946976496915004
haiku,q10:B3_4,0.01,160,0,0.0007946976496915004
haiku,q10:B3_4,0.1,160,0,0.0007946976496915004
haiku,q10:B3_4,1.0,160,0,0.0007946976496915004
haiku,q10:B3_5,0.01,160,0,0.0007946976496915004
haiku,q10:B3_5,0.1,160,0,0.0007946976496915004
haiku,q10:B3_5,1.0,160,0,0.0007946976496915004
haiku,q10:B3_6,0.01,160,0,0.0007946976496915004
haiku,q10:B3_6,0.1,160,0,0.0007946976496915004
haiku,q10:B3_6,1.0,160,0,0.0007946976496915004
haiku,q10:B3_7,0.01,160,0,0.0007946976496915004
haiku,q10:B3_7,0.1,160,0,0.0007946976496915004
haiku,q10:B3_7,1.0,160,0,0.0007946976496915004
haiku,q10:B3_8,0.01,160,1,0.0008319915712441145
haiku,q10:B3_8,0.1,160,1,0.0013944915712441146
haiku,q10:B3_8,1.0,160,1,0.007019491571244115
haiku,q10:B3_9,0.01,160,0,0.0007946976496915004
haiku,q10:B3_9,0.1,160,0,0.0007946976496915004
haiku,q10:B3_9,1.0,160,0,0.0007946976496915004
haiku,q10:B3_10,0.01,160,0,0.0007946976496915004
haiku,q10:B3_10,0.1,160,0,0.0007946976496915004
haiku,q10:B3_10,1.0,160,0,0.0007946976496915004
haiku,q10:B3_11,0.01,160,0,0.0007946976496915004
haiku,q10:B3_11,0.1,160,0,0.0007946976496915004
haiku,q10:B3_11,1.0,160,0,0.0007946976496915004
haiku,q10:B3_12,0.01,160,0,0.0007946976496915004
haiku,q10:B3_12,0.1,160,0,0.0007946976496915004
haiku,q10:B3_12,1.0,160,0,0.0007946976496915004
haiku,q10:B3_13,0.01,160,0,0.0007216182302744792
haiku,q10:B3_13,0.1,160,0,0.0007216182302744792
haiku,q10:B3_13,1.0,160,0,0.0007216182302744792
haiku,q10:B3_14,0.01,160,0,0.0007946976496915004
haiku,q10:B3_14,0.1,160,0,0.0007946976496915004
haiku,q10:B3_14,1.0,160,0,0.0007946976496915004
haiku,q10:B3_15,0.01,160,0,0.0007216182302744792
haiku,q10:B3_15,0.1,160,0,0.0007216182302744792
haiku,q10:B3_15,1.0,160,0,0.0007216182302744792
haiku,q10:B3_16,0.01,160,0,0.0007216182302744792
haiku,q10:B3_16,0.1,160,0,0.0007216182302744792
haiku,q10:B3_16,1.0,160,0,0.0007216182302744792
haiku,q10:B3_17,0.01,160,0,0.0007946976496915004
haiku,q10:B3_17,0.1,160,0,0.0007946976496915004
haiku,q10:B3_17,1.0,160,0,0.0007946976496915004
haiku,q10:B3_18,0.01,160,0,0.0007946976496915004
haiku,q10:B3_18,0.1,160,0,0.0007946976496915004
haiku,q10:B3_18,1.0,160,0,0.0007946976496915004
haiku,q10:B3_19,0.01,160,0,0.0007946976496915004
haiku,q10:B3_19,0.1,160,0,0.0007946976496915004
haiku,q10:B3_19,1.0,160,0,0.0007946976496915004
haiku,q20:DARC,0.01,160,0,0.0007216182302744792
haiku,q20:DARC,0.1,160,0,0.0007216182302744792
haiku,q20:DARC,1.0,160,0,0.0007216182302744792
haiku,q20:B4,0.01,160,0,0.0007216182302744792
haiku,q20:B4,0.1,160,0,0.0007216182302744792
haiku,q20:B4,1.0,160,0,0.0007216182302744792
haiku,q20:B3_0,0.01,160,0,0.0007946976496915004
haiku,q20:B3_0,0.1,160,0,0.0007946976496915004
haiku,q20:B3_0,1.0,160,0,0.0007946976496915004
haiku,q20:B3_1,0.01,160,0,0.0007946976496915004
haiku,q20:B3_1,0.1,160,0,0.0007946976496915004
haiku,q20:B3_1,1.0,160,0,0.0007946976496915004
haiku,q20:B3_2,0.01,160,0,0.0007946976496915004
haiku,q20:B3_2,0.1,160,0,0.0007946976496915004
haiku,q20:B3_2,1.0,160,0,0.0007946976496915004
haiku,q20:B3_3,0.01,160,0,0.0007216182302744792
haiku,q20:B3_3,0.1,160,0,0.0007216182302744792
haiku,q20:B3_3,1.0,160,0,0.0007216182302744792
haiku,q20:B3_4,0.01,160,0,0.0007946976496915004
haiku,q20:B3_4,0.1,160,0,0.0007946976496915004
haiku,q20:B3_4,1.0,160,0,0.0007946976496915004
haiku,q20:B3_5,0.01,160,0,0.0007946976496915004
haiku,q20:B3_5,0.1,160,0,0.0007946976496915004
haiku,q20:B3_5,1.0,160,0,0.0007946976496915004
haiku,q20:B3_6,0.01,160,0,0.0007946976496915004
haiku,q20:B3_6,0.1,160,0,0.0007946976496915004
haiku,q20:B3_6,1.0,160,0,0.0007946976496915004
haiku,q20:B3_7,0.01,160,0,0.0007946976496915004
haiku,q20:B3_7,0.1,160,0,0.0007946976496915004
haiku,q20:B3_7,1.0,160,0,0.0007946976496915004
haiku,q20:B3_8,0.01,160,1,0.0008319915712441145
haiku,q20:B3_8,0.1,160,1,0.0013944915712441146
haiku,q20:B3_8,1.0,160,1,0.007019491571244115
haiku,q20:B3_9,0.01,160,0,0.0007946976496915004
haiku,q20:B3_9,0.1,160,0,0.0007946976496915004
haiku,q20:B3_9,1.0,160,0,0.0007946976496915004
haiku,q20:B3_10,0.01,160,0,0.0007946976496915004
haiku,q20:B3_10,0.1,160,0,0.0007946976496915004
haiku,q20:B3_10,1.0,160,0,0.0007946976496915004
haiku,q20:B3_11,0.01,160,0,0.0007946976496915004
haiku,q20:B3_11,0.1,160,0,0.0007946976496915004
haiku,q20:B3_11,1.0,160,0,0.0007946976496915004
haiku,q20:B3_12,0.01,160,0,0.0007946976496915004
haiku,q20:B3_12,0.1,160,0,0.0007946976496915004
haiku,q20:B3_12,1.0,160,0,0.0007946976496915004
haiku,q20:B3_13,0.01,160,0,0.0007216182302744792
haiku,q20:B3_13,0.1,160,0,0.0007216182302744792
haiku,q20:B3_13,1.0,160,0,0.0007216182302744792
haiku,q20:B3_14,0.01,160,0,0.0007946976496915004
haiku,q20:B3_14,0.1,160,0,0.0007946976496915004
haiku,q20:B3_14,1.0,160,0,0.0007946976496915004
haiku,q20:B3_15,0.01,160,0,0.0007216182302744792
haiku,q20:B3_15,0.1,160,0,0.0007216182302744792
haiku,q20:B3_15,1.0,160,0,0.0007216182302744792
haiku,q20:B3_16,0.01,160,0,0.0007216182302744792
haiku,q20:B3_16,0.1,160,0,0.0007216182302744792
haiku,q20:B3_16,1.0,160,0,0.0007216182302744792
haiku,q20:B3_17,0.01,160,0,0.0007946976496915004
haiku,q20:B3_17,0.1,160,0,0.0007946976496915004
haiku,q20:B3_17,1.0,160,0,0.0007946976496915004
haiku,q20:B3_18,0.01,160,0,0.0007946976496915004
haiku,q20:B3_18,0.1,160,0,0.0007946976496915004
haiku,q20:B3_18,1.0,160,0,0.0007946976496915004
haiku,q20:B3_19,0.01,160,0,0.0007946976496915004
haiku,q20:B3_19,0.1,160,0,0.0007946976496915004
haiku,q20:B3_19,1.0,160,0,0.0007946976496915004
sonnet,B0,0.01,160,0,0.0005184460637020756
sonnet,B0,0.1,160,0,0.0005184460637020756
sonnet,B0,1.0,160,0,0.0005184460637020756
sonnet,B6,0.01,160,0,0.0005184460637020756
sonnet,B6,0.1,160,0,0.0005184460637020756
sonnet,B6,1.0,160,0,0.0005184460637020756
sonnet,DARC_online,0.01,160,0,0.0005184460637020756
sonnet,DARC_online,0.1,160,0,0.0005184460637020756
sonnet,DARC_online,1.0,160,0,0.0005184460637020756
sonnet,B4_online,0.01,160,0,0.0005184460637020756
sonnet,B4_online,0.1,160,0,0.0005184460637020756
sonnet,B4_online,1.0,160,0,0.0005184460637020756
sonnet,q5:DARC,0.01,160,0,0.0005184460637020756
sonnet,q5:DARC,0.1,160,0,0.0005184460637020756
sonnet,q5:DARC,1.0,160,0,0.0005184460637020756
sonnet,q5:B4,0.01,160,0,0.0005184460637020756
sonnet,q5:B4,0.1,160,0,0.0005184460637020756
sonnet,q5:B4,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_0,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_0,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_0,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_1,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_1,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_1,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_2,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_2,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_2,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_3,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_3,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_3,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_4,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_4,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_4,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_5,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_5,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_5,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_6,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_6,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_6,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_7,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_7,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_7,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_8,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_8,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_8,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_9,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_9,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_9,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_10,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_10,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_10,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_11,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_11,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_11,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_12,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_12,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_12,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_13,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_13,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_13,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_14,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_14,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_14,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_15,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_15,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_15,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_16,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_16,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_16,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_17,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_17,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_17,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_18,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_18,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_18,1.0,160,0,0.0005184460637020756
sonnet,q5:B3_19,0.01,160,0,0.0005184460637020756
sonnet,q5:B3_19,0.1,160,0,0.0005184460637020756
sonnet,q5:B3_19,1.0,160,0,0.0005184460637020756
sonnet,q10:DARC,0.01,160,0,0.0005184460637020756
sonnet,q10:DARC,0.1,160,0,0.0005184460637020756
sonnet,q10:DARC,1.0,160,0,0.0005184460637020756
sonnet,q10:B4,0.01,160,0,0.0005184460637020756
sonnet,q10:B4,0.1,160,0,0.0005184460637020756
sonnet,q10:B4,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_0,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_0,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_0,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_1,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_1,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_1,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_2,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_2,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_2,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_3,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_3,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_3,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_4,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_4,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_4,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_5,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_5,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_5,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_6,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_6,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_6,1.0,160,0,0.0005184460637020756
